vehicle,line_code,date
MN400,928,2019-03-10
MN402,948,2019-03-10
MN405,938,2019-03-10
MN604,967,2019-03-10
MN607,965,2019-03-10
MN608,972,2019-03-10
MN609,464,2019-03-10
MN610,989,2019-03-10
MR106,040,2019-03-10
MT009,979,2019-03-10
MT010,979,2019-03-10
MT011,979,2019-03-10
MT012,979,2019-03-10
MT013,979,2019-03-10
BB303,010,2019-03-14
BB310,010,2019-03-14
BA020,010,2019-03-14
BB304,010,2019-03-14
BB302,010,2019-03-14
BB309,010,2019-03-14
JB302,011,2019-03-07
JB302,011,2019-03-08
BB300,011,2019-03-14
BB309,011,2019-03-14
BB308,011,2019-03-14
BB304,011,2019-03-14
GB600,020,2019-03-03
KB604,020,2019-03-07
KB602,020,2019-03-07
KB604,020,2019-03-08
KB602,020,2019-03-08
BB613,020,2019-03-14
BB614,020,2019-03-14
BB612,020,2019-03-14
BB615,020,2019-03-14
BB301,020,2019-03-14
BB607,020,2019-03-14
BB611,020,2019-03-14
GB601,021,2019-03-03
GB603,021,2019-03-03
GB606,021,2019-03-03
MB301,021,2019-03-07
KB694,021,2019-03-07
KB600,021,2019-03-07
KB698,021,2019-03-07
MB300,021,2019-03-08
KB694,021,2019-03-08
KB600,021,2019-03-08
KB695,021,2019-03-08
MB301,021,2019-03-08
MR106,021,2019-03-13
BB601,021,2019-03-14
BB600,021,2019-03-14
BB609,021,2019-03-14
GL317,022,2019-03-03
JL312,022,2019-03-07
JL310,022,2019-03-07
ML309,022,2019-03-07
LR802,022,2019-03-07
JL600,022,2019-03-07
HR803,022,2019-03-07
ML307,022,2019-03-07
ML309,022,2019-03-08
JL312,022,2019-03-08
JL600,022,2019-03-08
JL310,022,2019-03-08
HR803,022,2019-03-08
LR802,022,2019-03-08
LR802,022,2019-03-13
ML307,022,2019-03-13
ML306,022,2019-03-13
GL326,023,2019-03-03
MR801,023,2019-03-07
ML308,023,2019-03-07
LL698,023,2019-03-07
LR801,023,2019-03-07
LL308,023,2019-03-07
HR804,023,2019-03-07
HR801,023,2019-03-07
JL310,023,2019-03-07
ML313,023,2019-03-07
LL301,023,2019-03-07
HR804,023,2019-03-08
MR801,023,2019-03-08
LR801,023,2019-03-08
LL306,023,2019-03-08
MR800,023,2019-03-08
JL601,023,2019-03-08
LL698,023,2019-03-08
HR801,023,2019-03-08
LL306,023,2019-03-13
MR801,023,2019-03-13
LR801,023,2019-03-13
LL698,023,2019-03-13
LL030,023,2019-03-13
LR803,023,2019-03-13
MR800,023,2019-03-13
JL309,024,2019-03-07
LL301,024,2019-03-07
LL030,024,2019-03-07
JL309,024,2019-03-08
LL301,024,2019-03-08
LL308,024,2019-03-08
LL031,024,2019-03-13
LL309,024,2019-03-13
KB696,027,2019-03-07
HR115,027,2019-03-07
KB698,027,2019-03-08
HR115,027,2019-03-08
KB696,027,2019-03-08
KB605,030,2019-03-07
KB603,030,2019-03-07
KB601,030,2019-03-07
KB699,030,2019-03-07
KB601,030,2019-03-08
KB603,030,2019-03-08
KB605,030,2019-03-08
KB699,030,2019-03-08
BB604,030,2019-03-14
BB605,030,2019-03-14
BB610,030,2019-03-14
BB617,030,2019-03-14
BB608,030,2019-03-14
BB603,030,2019-03-14
BB498,030,2019-03-14
BB620,030,2019-03-14
GB602,040,2019-03-03
LB300,040,2019-03-07
JB608,040,2019-03-07
JB610,040,2019-03-07
HR113,040,2019-03-07
HR116,040,2019-03-07
MR106,040,2019-03-07
LB601,040,2019-03-07
HR119,040,2019-03-07
JC601,040,2019-03-07
JB609,040,2019-03-07
MB603,040,2019-03-07
MC305,040,2019-03-07
MB300,040,2019-03-07
HR118,040,2019-03-07
MB015,040,2019-03-07
LB602,040,2019-03-07
MB605,040,2019-03-07
JB301,040,2019-03-07
LB300,040,2019-03-08
LB603,040,2019-03-08
JB610,040,2019-03-08
HR113,040,2019-03-08
MB301,040,2019-03-08
JB609,040,2019-03-08
LB601,040,2019-03-08
HR116,040,2019-03-08
MC304,040,2019-03-08
MB605,040,2019-03-08
MB603,040,2019-03-08
MR106,040,2019-03-08
JB611,040,2019-03-08
JB608,040,2019-03-08
MC303,040,2019-03-08
HR118,040,2019-03-08
LB601,040,2019-03-13
MC305,040,2019-03-13
MB301,040,2019-03-13
MC491,040,2019-03-13
LB603,040,2019-03-13
MC303,040,2019-03-13
MB300,040,2019-03-13
MA012,040,2019-03-13
LB600,040,2019-03-13
LB605,040,2019-03-13
MB605,040,2019-03-13
GB604,050,2019-03-03
JB607,050,2019-03-07
LB602,050,2019-03-07
LB603,050,2019-03-07
KB693,050,2019-03-07
JB611,050,2019-03-07
KB695,050,2019-03-07
LB600,050,2019-03-07
JB607,050,2019-03-08
LB600,050,2019-03-08
JB604,050,2019-03-08
LB602,050,2019-03-08
KB693,050,2019-03-08
KB696,050,2019-03-08
LB300,050,2019-03-13
LB602,050,2019-03-13
LB600,050,2019-03-13
HR114,060,2019-03-07
HR117,060,2019-03-07
HR115,060,2019-03-07
HR119,060,2019-03-08
HR114,060,2019-03-08
HR120,060,2019-03-08
HR115,060,2019-03-08
MN611,150,2019-03-07
MN603,150,2019-03-07
MN611,150,2019-03-08
MN603,150,2019-03-08
MN603,150,2019-03-13
MN402,150,2019-03-13
BC017,160,2019-03-14
BC013,160,2019-03-14
BC004,160,2019-03-14
BC026,160,2019-03-14
BC034,166,2019-03-14
BC018,166,2019-03-14
BC012,168,2019-03-14
BC025,168,2019-03-14
BC189,168,2019-03-14
BC024,168,2019-03-14
BC019,169,2019-03-14
BC015,169,2019-03-14
BA005,170,2019-03-14
BC282,170,2019-03-14
BC186,170,2019-03-14
BC005,170,2019-03-14
BC007,171,2019-03-14
BC009,171,2019-03-14
BC014,175,2019-03-14
BC021,175,2019-03-14
BC188,182,2019-03-14
BC279,182,2019-03-14
BC002,182,2019-03-14
BC001,183,2019-03-14
BA125,183,2019-03-14
BC278,183,2019-03-14
BA009,201,2019-03-14
GD350,203,2019-03-03
BC002,205,2019-03-14
BC187,205,2019-03-14
BC280,205,2019-03-14
BC001,205,2019-03-14
BC005,207,2019-03-14
BC027,207,2019-03-14
BC279,207,2019-03-14
BC008,207,2019-03-14
BC278,207,2019-03-14
BA141,207,2019-03-14
BC020,207,2019-03-14
BA035,211,2019-03-14
HA610,216,2019-03-03
HA617,216,2019-03-03
BA601,216,2019-03-14
BA603,216,2019-03-14
BA602,216,2019-03-14
BA126,216,2019-03-14
BA129,225,2019-03-14
BA130,225,2019-03-14
BA136,225,2019-03-14
BA118,225,2019-03-14
BA127,225,2019-03-14
BA002,225,2019-03-14
BA004,226,2019-03-14
BA128,226,2019-03-14
BA126,226,2019-03-14
BA123,226,2019-03-14
BA027,231,2019-03-14
BA124,231,2019-03-14
BA120,232,2019-03-14
BA133,232,2019-03-14
BA001,232,2019-03-14
BA122,232,2019-03-14
BA138,232,2019-03-14
BA113,233,2019-03-14
BA121,233,2019-03-14
BA135,233,2019-03-14
BA142,233,2019-03-14
BA039,236,2019-03-14
BA142,236,2019-03-14
BA132,242,2019-03-14
BA124,242,2019-03-14
BA134,242,2019-03-14
BA115,243,2019-03-14
BA299,243,2019-03-14
BA604,245,2019-03-14
BA699,245,2019-03-14
BA118,245,2019-03-14
BA001,245,2019-03-14
LE708,303,2019-03-07
LE703,303,2019-03-07
LE701,303,2019-03-07
LE702,303,2019-03-07
LE710,303,2019-03-07
LE705,303,2019-03-07
LE706,303,2019-03-07
LE700,303,2019-03-07
LE704,303,2019-03-07
LE707,303,2019-03-07
LD004,303,2019-03-07
LE849,303,2019-03-07
LE709,303,2019-03-07
LE709,303,2019-03-08
LE703,303,2019-03-08
LE710,303,2019-03-08
LE708,303,2019-03-08
LE704,303,2019-03-08
LE701,303,2019-03-08
LE705,303,2019-03-08
LE706,303,2019-03-08
LE707,303,2019-03-08
LE700,303,2019-03-08
LE849,303,2019-03-08
LE702,303,2019-03-08
LE704,303,2019-03-13
LE706,303,2019-03-13
LE700,303,2019-03-13
LE709,303,2019-03-13
LE710,303,2019-03-13
LE701,303,2019-03-13
LE707,303,2019-03-13
LE848,303,2019-03-13
LE705,303,2019-03-13
LE703,303,2019-03-13
LE849,303,2019-03-13
LE702,303,2019-03-13
LL030,304,2019-03-07
LL305,304,2019-03-07
LL304,304,2019-03-07
LL307,304,2019-03-07
LL306,304,2019-03-07
LL303,304,2019-03-07
LL300,304,2019-03-07
LL031,304,2019-03-07
LL031,304,2019-03-08
LL308,304,2019-03-08
LL030,304,2019-03-08
LL305,304,2019-03-08
LL304,304,2019-03-08
LL307,304,2019-03-08
LL303,304,2019-03-08
LL300,304,2019-03-08
LL301,304,2019-03-08
LL304,304,2019-03-13
LL307,304,2019-03-13
LL301,304,2019-03-13
LL305,304,2019-03-13
LL303,304,2019-03-13
LL300,304,2019-03-13
LL306,304,2019-03-13
LL308,304,2019-03-13
LL029,304,2019-03-13
ML312,307,2019-03-07
ML499,307,2019-03-07
ML313,307,2019-03-07
ML301,307,2019-03-07
ML302,307,2019-03-07
ML312,307,2019-03-08
ML313,307,2019-03-08
ML301,307,2019-03-08
ML499,307,2019-03-08
ML314,307,2019-03-08
ML302,307,2019-03-13
ML300,307,2019-03-13
ML312,307,2019-03-13
ML301,307,2019-03-13
ML499,307,2019-03-13
ML313,307,2019-03-13
BA036,311,2019-03-14
BA030,341,2019-03-14
BA117,342,2019-03-14
BA119,342,2019-03-14
BA136,342,2019-03-14
BA116,342,2019-03-14
BA137,342,2019-03-14
MC851,365,2019-03-07
MC851,365,2019-03-08
MN605,365,2019-03-08
MC851,365,2019-03-13
LC013,370,2019-03-07
LC009,370,2019-03-07
LC022,370,2019-03-07
LC016,370,2019-03-08
LC022,370,2019-03-08
LC009,370,2019-03-08
LC073,370,2019-03-08
LC016,370,2019-03-13
LC022,370,2019-03-13
LC011,370,2019-03-13
LC009,370,2019-03-13
BC028,370,2019-03-14
BC031,370,2019-03-14
BA028,371,2019-03-14
BC030,371,2019-03-14
BC030,372,2019-03-14
BA026,372,2019-03-14
BC029,373,2019-03-14
BC190,374,2019-03-14
BA033,374,2019-03-14
BC281,374,2019-03-14
BA029,374,2019-03-14
BC023,374,2019-03-14
LC301,380,2019-03-07
LC012,380,2019-03-07
LC500,380,2019-03-07
LC302,380,2019-03-07
LC303,380,2019-03-08
LC500,380,2019-03-08
LC028,380,2019-03-08
LC301,380,2019-03-13
LC303,380,2019-03-13
LC302,380,2019-03-13
HS020,392,2019-03-07
HS014,392,2019-03-07
HS020,392,2019-03-08
HS012,392,2019-03-08
MN609,464,2019-03-07
MN609,464,2019-03-08
MN609,464,2019-03-13
KC001,472,2019-03-07
KC002,472,2019-03-07
KC001,472,2019-03-08
KC002,472,2019-03-08
HS013,497,2019-03-07
HS013,497,2019-03-08
GR028,502,2019-03-03
GR023,502,2019-03-03
GR036,502,2019-03-03
GR031,502,2019-03-03
GR033,502,2019-03-03
GR021,502,2019-03-03
HR045,502,2019-03-07
KE847,502,2019-03-07
KE842,502,2019-03-07
KE844,502,2019-03-07
HR041,502,2019-03-07
KE840,502,2019-03-08
KE847,502,2019-03-08
KE842,502,2019-03-08
KE844,502,2019-03-08
HR041,502,2019-03-08
HR040,502,2019-03-08
GR027,503,2019-03-03
GR032,503,2019-03-03
GR024,503,2019-03-03
KE845,503,2019-03-07
KE841,503,2019-03-07
KE843,503,2019-03-07
KE700,503,2019-03-07
KE840,503,2019-03-07
KE845,503,2019-03-08
KE841,503,2019-03-08
KE700,503,2019-03-08
KE843,503,2019-03-08
KE848,503,2019-03-08
GL316,506,2019-03-03
GL315,506,2019-03-03
KA699,509,2019-03-07
KA697,509,2019-03-08
GA180,524,2019-03-03
GL321,527,2019-03-03
GA203,528,2019-03-03
GA202,528,2019-03-03
KA692,540,2019-03-07
KA694,540,2019-03-07
KA697,540,2019-03-07
KA699,540,2019-03-08
KA694,540,2019-03-08
KA696,540,2019-03-08
GA206,541,2019-03-03
KA602,545,2019-03-07
JI601,545,2019-03-07
KA694,545,2019-03-07
JI600,545,2019-03-07
KA698,545,2019-03-07
KA699,545,2019-03-07
KA601,545,2019-03-07
KA695,545,2019-03-07
KA601,545,2019-03-08
JI601,545,2019-03-08
JI600,545,2019-03-08
KA698,545,2019-03-08
KA604,545,2019-03-08
KA697,545,2019-03-08
JI603,545,2019-03-08
KA689,545,2019-03-08
GA212,548,2019-03-03
GA207,548,2019-03-03
GE711,550,2019-03-03
GE701,550,2019-03-03
HA001,600,2019-03-03
GR037,602,2019-03-03
HR036,602,2019-03-07
HR044,602,2019-03-08
HR045,602,2019-03-08
HA260,608,2019-03-03
HA261,609,2019-03-03
HA259,609,2019-03-03
JA029,611,2019-03-07
JA026,611,2019-03-07
JA036,611,2019-03-07
JA027,611,2019-03-07
JA012,611,2019-03-08
JA029,611,2019-03-08
JA037,611,2019-03-08
JA036,611,2019-03-08
HA193,615,2019-03-03
GA948,616,2019-03-03
HA003,617,2019-03-03
HA190,617,2019-03-03
HA279,617,2019-03-03
HR416,617,2019-03-08
HA002,619,2019-03-03
HR417,623,2019-03-07
HR416,623,2019-03-08
HR410,623,2019-03-08
GA213,624,2019-03-03
GA178,625,2019-03-03
GA200,625,2019-03-03
HA012,627,2019-03-03
HA015,628,2019-03-03
KA690,629,2019-03-07
KA689,629,2019-03-07
KA604,629,2019-03-07
KA697,629,2019-03-07
KA603,629,2019-03-07
KA695,629,2019-03-07
KA696,629,2019-03-07
KA693,629,2019-03-07
KA605,629,2019-03-07
KA689,629,2019-03-08
KA690,629,2019-03-08
KA603,629,2019-03-08
KA694,629,2019-03-08
KA696,629,2019-03-08
KA604,629,2019-03-08
KA605,629,2019-03-08
KA699,629,2019-03-08
GA211,640,2019-03-03
HA028,646,2019-03-03
HA023,646,2019-03-03
HR410,646,2019-03-07
GA208,649,2019-03-03
HA030,650,2019-03-03
HR413,650,2019-03-07
HR409,650,2019-03-07
HR412,650,2019-03-07
HR414,650,2019-03-07
HR414,650,2019-03-08
HR596,650,2019-03-08
HR409,650,2019-03-08
HR415,650,2019-03-08
LC298,652,2019-03-07
LA005,652,2019-03-07
LA006,652,2019-03-07
LC015,652,2019-03-07
LA010,652,2019-03-07
LC028,652,2019-03-07
LC011,652,2019-03-07
LA050,652,2019-03-07
LC298,652,2019-03-08
LC012,652,2019-03-08
LA006,652,2019-03-08
LC015,652,2019-03-08
LA050,652,2019-03-08
LC298,652,2019-03-13
LC299,652,2019-03-13
LC027,652,2019-03-13
LA050,652,2019-03-13
HA011,653,2019-03-03
HA022,653,2019-03-03
HA007,654,2019-03-03
HA005,655,2019-03-03
HA024,655,2019-03-03
HA013,658,2019-03-03
JA012,658,2019-03-07
JA022,658,2019-03-07
JA021,658,2019-03-07
JA021,658,2019-03-08
JA026,658,2019-03-08
JA017,658,2019-03-08
JA023,658,2019-03-08
HA195,659,2019-03-03
HA196,659,2019-03-03
GN601,661,2019-03-03
GN607,662,2019-03-03
GN604,662,2019-03-03
GC295,663,2019-03-03
GC018,665,2019-03-03
GC017,665,2019-03-03
GN600,666,2019-03-03
LC018,674,2019-03-07
LC021,674,2019-03-07
LC297,674,2019-03-07
LC026,674,2019-03-07
LC073,674,2019-03-07
LC021,674,2019-03-08
LC020,674,2019-03-08
LC297,674,2019-03-08
LC013,674,2019-03-08
LC021,674,2019-03-13
LC018,674,2019-03-13
LC012,674,2019-03-13
LC013,674,2019-03-13
LC020,674,2019-03-13
HA260,679,2019-03-03
HA029,680,2019-03-03
HA004,680,2019-03-03
HA298,684,2019-03-03
HA264,684,2019-03-03
HA292,684,2019-03-03
HA027,684,2019-03-03
HR596,684,2019-03-07
HR417,684,2019-03-07
HR416,684,2019-03-07
HR408,684,2019-03-07
HR409,684,2019-03-07
HR412,684,2019-03-08
HR417,684,2019-03-08
HR407,684,2019-03-08
HA286,685,2019-03-03
HA194,685,2019-03-03
HR407,685,2019-03-07
HR415,685,2019-03-07
HR414,685,2019-03-07
HR408,685,2019-03-08
HR413,685,2019-03-08
HR415,685,2019-03-08
GN604,689,2019-03-03
HS015,691,2019-03-07
HS015,691,2019-03-08
HS021,695,2019-03-07
HS021,695,2019-03-08
HS020,698,2019-03-07
HS014,698,2019-03-08
HS020,698,2019-03-08
JI603,701,2019-03-07
JC312,701,2019-03-07
JC307,701,2019-03-07
JC600,701,2019-03-07
JI602,701,2019-03-07
JI604,701,2019-03-07
JC311,701,2019-03-07
JC304,701,2019-03-07
JC300,701,2019-03-07
JC312,701,2019-03-08
JI603,701,2019-03-08
JC315,701,2019-03-08
JC307,701,2019-03-08
JI602,701,2019-03-08
JC600,701,2019-03-08
JC313,701,2019-03-08
JI604,701,2019-03-08
JC601,701,2019-03-08
JL314,702,2019-03-07
JL302,702,2019-03-07
JL305,702,2019-03-07
JL315,702,2019-03-07
JL316,702,2019-03-07
JL319,702,2019-03-07
JL317,702,2019-03-07
JL301,702,2019-03-07
JL304,702,2019-03-07
JL318,702,2019-03-07
JL303,702,2019-03-07
JL307,702,2019-03-07
JL314,702,2019-03-08
JL319,702,2019-03-08
JL305,702,2019-03-08
JL302,702,2019-03-08
JL313,702,2019-03-08
JL315,702,2019-03-08
JL317,702,2019-03-08
JL301,702,2019-03-08
JL316,702,2019-03-08
JL303,702,2019-03-08
JL304,702,2019-03-08
JL307,702,2019-03-08
JA300,703,2019-03-07
JC603,703,2019-03-07
JC302,703,2019-03-07
JC313,703,2019-03-07
JC315,703,2019-03-07
JC316,703,2019-03-07
JC309,703,2019-03-07
JC308,703,2019-03-07
JC317,703,2019-03-07
JC314,703,2019-03-07
JC303,703,2019-03-07
JC603,703,2019-03-08
JC311,703,2019-03-08
JC309,703,2019-03-08
JC302,703,2019-03-08
JC310,703,2019-03-08
JC301,703,2019-03-08
JC304,703,2019-03-08
JC303,703,2019-03-08
JC317,703,2019-03-08
JC316,703,2019-03-08
JC305,703,2019-03-08
JA024,711,2019-03-07
JI002,711,2019-03-07
JA033,711,2019-03-07
JA025,711,2019-03-07
JI002,711,2019-03-08
JA033,711,2019-03-08
JA037,711,2019-03-08
JA018,711,2019-03-08
HA016,712,2019-03-03
JA031,712,2019-03-07
JA023,712,2019-03-07
JC006,712,2019-03-07
JA016,712,2019-03-07
JA031,712,2019-03-08
JA011,712,2019-03-08
JA850,713,2019-03-07
JA851,713,2019-03-07
JA850,713,2019-03-08
JC856,713,2019-03-08
JC863,713,2019-03-08
JA024,714,2019-03-07
JA016,714,2019-03-08
JA028,718,2019-03-07
JA028,718,2019-03-08
JA035,719,2019-03-07
JA017,719,2019-03-07
JA025,719,2019-03-08
JA035,719,2019-03-08
JA025,720,2019-03-07
JA023,720,2019-03-07
JB300,720,2019-03-07
JA024,720,2019-03-08
JA023,720,2019-03-08
JA022,720,2019-03-08
JA013,721,2019-03-07
JA013,721,2019-03-08
JA016,732,2019-03-07
JA026,732,2019-03-07
JA018,732,2019-03-08
JA015,732,2019-03-08
JC854,760,2019-03-07
JC856,760,2019-03-07
JC853,760,2019-03-07
JC854,760,2019-03-08
JC853,760,2019-03-08
JC850,760,2019-03-08
JC852,760,2019-03-08
JC859,761,2019-03-07
JC855,761,2019-03-07
JC858,761,2019-03-07
JC855,761,2019-03-08
JC859,761,2019-03-08
JC858,761,2019-03-08
JA852,761,2019-03-08
JC860,762,2019-03-07
JC852,762,2019-03-07
JC850,762,2019-03-07
JC860,762,2019-03-08
JC857,762,2019-03-08
JC001,776,2019-03-07
JC002,776,2019-03-08
JC013,776,2019-03-08
JI001,777,2019-03-07
JC012,777,2019-03-07
JA032,777,2019-03-07
JI004,777,2019-03-07
JI003,777,2019-03-07
LC027,777,2019-03-07
JI001,777,2019-03-08
JC012,777,2019-03-08
JI003,777,2019-03-08
JA032,777,2019-03-08
LC014,777,2019-03-08
JI004,777,2019-03-08
LC014,777,2019-03-13
JC004,778,2019-03-07
JC013,778,2019-03-07
JC014,778,2019-03-07
JC007,778,2019-03-07
JC309,778,2019-03-07
JC001,778,2019-03-08
JC004,778,2019-03-08
JC006,778,2019-03-08
JC002,778,2019-03-08
JC014,778,2019-03-08
JC863,779,2019-03-07
JC851,779,2019-03-07
JC850,779,2019-03-07
JC001,779,2019-03-07
JC851,779,2019-03-08
JC863,779,2019-03-08
JA852,779,2019-03-08
JA851,779,2019-03-08
JC013,779,2019-03-08
JC856,788,2019-03-07
JC858,788,2019-03-08
JC858,789,2019-03-07
JC852,789,2019-03-08
JS001,796,2019-03-07
JS001,796,2019-03-08
JS003,797,2019-03-07
JS003,797,2019-03-08
HS019,798,2019-03-07
HS019,798,2019-03-08
LS002,799,2019-03-07
LS002,799,2019-03-08
LS002,799,2019-03-13
LC028,801,2019-03-07
LC073,801,2019-03-07
LC070,801,2019-03-07
LC303,801,2019-03-07
LC505,801,2019-03-07
LC304,801,2019-03-07
LC019,801,2019-03-07
LC019,801,2019-03-08
LC073,801,2019-03-08
LC302,801,2019-03-08
LC505,801,2019-03-08
LC017,801,2019-03-08
LC304,801,2019-03-08
LC018,801,2019-03-08
LC073,801,2019-03-13
LC304,801,2019-03-13
LC505,801,2019-03-13
LC500,801,2019-03-13
LC019,801,2019-03-13
LC850,809,2019-03-07
LC851,809,2019-03-08
LC852,809,2019-03-13
LA851,809,2019-03-13
BA015,811,2019-03-14
BA034,811,2019-03-14
BA006,811,2019-03-14
BA038,811,2019-03-14
BA022,812,2019-03-14
BA287,812,2019-03-14
BA008,812,2019-03-14
BA012,812,2019-03-14
BA277,812,2019-03-14
BA005,812,2019-03-14
LN403,814,2019-03-07
LA851,814,2019-03-07
LC028,814,2019-03-07
LA012,814,2019-03-08
JC852,814,2019-03-08
LA007,814,2019-03-08
LA851,814,2019-03-08
LC017,814,2019-03-08
LA851,814,2019-03-13
LN403,814,2019-03-13
LC851,814,2019-03-13
BA016,815,2019-03-14
BA139,815,2019-03-14
BA013,815,2019-03-14
BA112,815,2019-03-14
BA038,815,2019-03-14
BA010,816,2019-03-14
BA024,816,2019-03-14
BA014,816,2019-03-14
BA025,816,2019-03-14
MA299,821,2019-03-07
MA008,821,2019-03-07
MA013,821,2019-03-07
MA006,821,2019-03-07
MA006,821,2019-03-08
MA008,821,2019-03-08
MA010,821,2019-03-08
MA006,821,2019-03-13
MA013,821,2019-03-13
MA010,821,2019-03-13
MA008,821,2019-03-13
BA023,822,2019-03-14
BA021,822,2019-03-14
BA277,822,2019-03-14
LA001,823,2019-03-07
LA850,823,2019-03-07
LA850,823,2019-03-08
LA001,823,2019-03-08
LA850,823,2019-03-13
LC016,825,2019-03-07
LN403,825,2019-03-08
LN404,825,2019-03-13
LC015,825,2019-03-13
LC295,826,2019-03-07
LA007,826,2019-03-07
JA034,826,2019-03-07
LC019,826,2019-03-07
LC299,826,2019-03-07
LC018,826,2019-03-07
LA007,826,2019-03-08
JA034,826,2019-03-08
LC295,826,2019-03-08
LA005,826,2019-03-08
LC299,826,2019-03-08
LC507,826,2019-03-08
LC295,826,2019-03-13
LC297,826,2019-03-13
LA050,826,2019-03-13
BA037,827,2019-03-14
JA037,828,2019-03-07
LA012,828,2019-03-07
LC296,828,2019-03-07
JA030,828,2019-03-07
LA010,828,2019-03-07
LA050,828,2019-03-07
LA006,828,2019-03-07
LA005,828,2019-03-07
LC299,828,2019-03-07
LA010,828,2019-03-08
JA030,828,2019-03-08
LC026,828,2019-03-08
JA300,828,2019-03-08
LA050,828,2019-03-08
LA005,828,2019-03-08
LC019,828,2019-03-08
LC011,828,2019-03-08
LC296,828,2019-03-08
LA006,828,2019-03-08
LA012,828,2019-03-13
LC296,828,2019-03-13
BA018,829,2019-03-14
BA019,829,2019-03-14
BA011,829,2019-03-14
BA009,829,2019-03-14
BA277,829,2019-03-14
BA005,829,2019-03-14
BA010,829,2019-03-14
BA015,829,2019-03-14
BA032,829,2019-03-14
BA013,829,2019-03-14
JA027,831,2019-03-07
JC300,831,2019-03-07
JA027,831,2019-03-08
LC010,860,2019-03-07
LC014,860,2019-03-07
LC020,860,2019-03-07
LC029,860,2019-03-07
LC017,860,2019-03-07
LC504,860,2019-03-07
LC506,860,2019-03-07
LC070,860,2019-03-07
LC296,860,2019-03-08
LC010,860,2019-03-08
LC504,860,2019-03-08
LC029,860,2019-03-08
LC018,860,2019-03-08
LC506,860,2019-03-08
LC027,860,2019-03-08
LC070,860,2019-03-08
LC019,860,2019-03-08
LC015,860,2019-03-13
LC026,860,2019-03-13
LC020,860,2019-03-13
LC028,860,2019-03-13
LC504,860,2019-03-13
LC029,860,2019-03-13
LC506,860,2019-03-13
LC027,860,2019-03-13
LC507,860,2019-03-13
LC850,861,2019-03-07
LC852,861,2019-03-07
LA002,861,2019-03-07
LC014,861,2019-03-07
LC852,861,2019-03-08
LC850,861,2019-03-08
LC070,861,2019-03-08
LC011,861,2019-03-08
LC850,861,2019-03-13
LC852,861,2019-03-13
LN403,861,2019-03-13
JC857,865,2019-03-07
LN007,865,2019-03-07
LC851,865,2019-03-08
LN007,865,2019-03-08
LN006,865,2019-03-13
LN007,865,2019-03-13
BC024,870,2019-03-14
BC033,870,2019-03-14
BC006,870,2019-03-14
BC020,870,2019-03-14
BC012,870,2019-03-14
BC016,876,2019-03-14
BC010,876,2019-03-14
BC282,876,2019-03-14
HS018,899,2019-03-07
MC079,901,2019-03-07
MC300,901,2019-03-07
MC080,901,2019-03-07
MC303,901,2019-03-07
MC078,901,2019-03-07
MA012,901,2019-03-07
MC301,901,2019-03-07
MC306,901,2019-03-07
MC302,901,2019-03-07
MC305,901,2019-03-08
MC303,901,2019-03-08
MC300,901,2019-03-08
MC302,901,2019-03-08
MC491,901,2019-03-08
MC080,901,2019-03-08
MC078,901,2019-03-08
MC079,901,2019-03-08
MC306,901,2019-03-08
MC300,901,2019-03-13
MC079,901,2019-03-13
MC078,901,2019-03-13
MC302,901,2019-03-13
MC080,901,2019-03-13
MC076,901,2019-03-13
MC304,901,2019-03-13
MC305,901,2019-03-13
MC306,901,2019-03-13
ML302,902,2019-03-07
ML305,902,2019-03-07
ML306,902,2019-03-07
ML314,902,2019-03-07
ML309,902,2019-03-07
ML302,902,2019-03-08
ML314,902,2019-03-08
ML303,902,2019-03-08
ML306,902,2019-03-08
ML305,902,2019-03-08
ML313,902,2019-03-08
ML305,902,2019-03-13
ML499,902,2019-03-13
ML314,902,2019-03-13
ML306,902,2019-03-13
ML300,902,2019-03-13
ML307,902,2019-03-13
MN400,911,2019-03-07
MN401,911,2019-03-07
MN404,911,2019-03-07
MN400,911,2019-03-08
MN606,911,2019-03-08
MN404,911,2019-03-08
MN405,911,2019-03-13
MN400,911,2019-03-13
MN403,911,2019-03-13
MN405,912,2019-03-07
MN405,912,2019-03-08
MA949,912,2019-03-13
MN606,913,2019-03-07
MN401,913,2019-03-08
MN401,913,2019-03-13
MN403,915,2019-03-07
MN403,915,2019-03-08
MN404,915,2019-03-13
MA004,916,2019-03-07
MA002,916,2019-03-07
MA002,916,2019-03-08
MA004,916,2019-03-08
MA004,916,2019-03-13
MA005,916,2019-03-13
MA002,916,2019-03-13
MA011,917,2019-03-07
MA006,917,2019-03-07
MA010,917,2019-03-07
MA005,917,2019-03-08
MA011,917,2019-03-08
MA003,917,2019-03-13
MA011,917,2019-03-13
MA013,917,2019-03-13
MA855,918,2019-03-07
MA855,918,2019-03-08
MA855,918,2019-03-13
MA005,924,2019-03-07
MA007,924,2019-03-07
MA013,924,2019-03-07
MA007,924,2019-03-08
MA013,924,2019-03-08
MA003,924,2019-03-08
MA299,924,2019-03-08
MA299,924,2019-03-13
MA007,924,2019-03-13
MA012,924,2019-03-13
MA006,924,2019-03-13
BA142,924,2019-03-14
BA139,924,2019-03-14
BA013,924,2019-03-14
BA140,924,2019-03-14
BA121,924,2019-03-14
BA016,924,2019-03-14
MA949,965,2019-03-07
MN605,965,2019-03-07
MN600,965,2019-03-07
