vehicle,line_code,date
DN603,560,2019-03-16
DN604,387,2019-03-16
DN605,461,2019-03-16
DN607,308,2019-03-16
DN609,466,2019-03-16
DR100,030,2019-03-16
DR101,050,2019-03-16
DR101,021,2019-03-16
DR102,020,2019-03-16
DR114,021,2019-03-16
DR116,050,2019-03-16
DR403,216,2019-03-16
DR407,335,2019-03-16
DR800,022,2019-03-16
EA001,657,2019-03-16
EA005,528,2019-03-16
EA006,657,2019-03-16
EA008,335,2019-03-16
EA011,621,2019-03-16
EA012,621,2019-03-16
EA013,621,2019-03-16
EA016,513,2019-03-16
EA018,528,2019-03-16
EA019,657,2019-03-16
EA020,515,2019-03-16
EA021,515,2019-03-16
EA023,621,2019-03-16
EA024,535,2019-03-16
EA073,512,2019-03-16
EA077,512,2019-03-16
EA168,531,2019-03-16
EA169,549,2019-03-16
EA169,536,2019-03-16
EA174,332,2019-03-16
EA175,532,2019-03-16
EA176,531,2019-03-16
EA179,511,2019-03-16
EA180,511,2019-03-16
EA181,523,2019-03-16
EA183,519,2019-03-16
EA184,521,2019-03-16
EA186,532,2019-03-16
EA187,532,2019-03-16
EA188,522,2019-03-16
EA189,522,2019-03-16
EA190,338,2019-03-16
EA192,513,2019-03-16
EA194,533,2019-03-16
EA195,515,2019-03-16
EC001,471,2019-03-16
EC002,561,2019-03-16
EC003,475,2019-03-16
EC008,663,2019-03-16
EC009,475,2019-03-16
EC010,475,2019-03-16
EC012,475,2019-03-16
EC013,561,2019-03-16
EC014,471,2019-03-16
EL068,506,2019-03-16
EL075,506,2019-03-16
EL302,505,2019-03-16
EL303,507,2019-03-16
EL305,505,2019-03-16
EL306,506,2019-03-16
EL307,507,2019-03-16
EL308,506,2019-03-16
EL309,505,2019-03-16
EL310,505,2019-03-16
EL312,505,2019-03-16
EL314,507,2019-03-16
EL315,507,2019-03-16
EL316,022,2019-03-16
EL317,507,2019-03-16
EN601,594,2019-03-16
ER803,022,2019-03-16
GA001,547,2019-03-16
GA002,534,2019-03-16
GA003,635,2019-03-16
GA141,638,2019-03-16
GA143,624,2019-03-16
GA145,528,2019-03-16
GA155,540,2019-03-16
GA156,540,2019-03-16
GA158,636,2019-03-16
GA159,541,2019-03-16
GA171,643,2019-03-16
GA175,545,2019-03-16
GA179,641,2019-03-16
GA181,683,2019-03-16
GA199,625,2019-03-16
GA201,625,2019-03-16
GA202,528,2019-03-16
GA203,625,2019-03-16
GA208,625,2019-03-16
GA209,541,2019-03-16
GA210,638,2019-03-16
GA211,548,2019-03-16
GA212,649,2019-03-16
GA948,616,2019-03-16
GB601,021,2019-03-16
GB606,021,2019-03-16
GC015,665,2019-03-16
GC016,665,2019-03-16
GC017,663,2019-03-16
GC295,665,2019-03-16
GD337,603,2019-03-16
GD339,503,2019-03-16
GD341,603,2019-03-16
GD342,603,2019-03-16
GD343,503,2019-03-16
GD344,503,2019-03-16
GD345,603,2019-03-16
GD346,603,2019-03-16
GD347,602,2019-03-16
GD348,603,2019-03-16
GE700,500,2019-03-16
GE701,500,2019-03-16
GE702,500,2019-03-16
GE706,550,2019-03-16
GE709,550,2019-03-16
GE710,550,2019-03-16
GE711,500,2019-03-16
GE715,550,2019-03-16
GE716,500,2019-03-16
GE717,603,2019-03-16
GE719,200,2019-03-16
GE720,203,2019-03-16
GE721,203,2019-03-16
GE722,200,2019-03-16
GI002,541,2019-03-16
GI003,643,2019-03-16
GI004,637,2019-03-16
GI005,541,2019-03-16
GI006,642,2019-03-16
GI007,540,2019-03-16
GI008,643,2019-03-16
GI009,624,2019-03-16
GI010,633,2019-03-16
GI012,641,2019-03-16
GI014,542,2019-03-16
GI015,542,2019-03-16
GI016,633,2019-03-16
GI017,649,2019-03-16
GI018,642,2019-03-16
GI019,548,2019-03-16
GI020,640,2019-03-16
GI022,528,2019-03-16
GI023,636,2019-03-16
GI024,635,2019-03-16
GI025,534,2019-03-16
GI027,631,2019-03-16
GL312,508,2019-03-16
GL313,508,2019-03-16
GL314,506,2019-03-16
GL315,022,2019-03-16
GL316,506,2019-03-16
GL318,508,2019-03-16
GL319,508,2019-03-16
GL320,508,2019-03-16
GL321,508,2019-03-16
GL322,506,2019-03-16
GL323,506,2019-03-16
GL324,506,2019-03-16
GL326,507,2019-03-16
GN601,666,2019-03-16
GN604,661,2019-03-16
GN605,661,2019-03-16
GN606,662,2019-03-16
GN607,662,2019-03-16
GN608,689,2019-03-16
GR021,502,2019-03-16
GR022,503,2019-03-16
GR023,503,2019-03-16
GR024,602,2019-03-16
GR028,602,2019-03-16
HA001,685,2019-03-16
HA002,646,2019-03-16
HA003,658,2019-03-16
HA004,650,2019-03-16
HA006,600,2019-03-16
HA007,630,2019-03-16
HA010,712,2019-03-16
BA001,232,2019-03-07
BA002,342,2019-03-07
BA004,225,2019-03-07
BA005,829,2019-03-07
BA005,812,2019-03-07
BA006,811,2019-03-07
BA009,924,2019-03-07
BA010,812,2019-03-07
BA010,011,2019-03-07
BA011,829,2019-03-07
BA012,829,2019-03-07
BA012,812,2019-03-07
BA013,924,2019-03-07
BA013,829,2019-03-07
BA014,816,2019-03-07
BA015,815,2019-03-07
BA015,812,2019-03-07
BA016,815,2019-03-07
BA017,816,2019-03-07
BA018,812,2019-03-07
BA019,816,2019-03-07
BA021,811,2019-03-07
BA022,822,2019-03-07
BA023,829,2019-03-07
BA023,811,2019-03-07
BA024,829,2019-03-07
BA025,829,2019-03-07
BA025,822,2019-03-07
BA025,816,2019-03-07
BA027,924,2019-03-07
BA028,211,2019-03-07
BA030,233,2019-03-07
BA030,232,2019-03-07
BA031,232,2019-03-07
BA032,211,2019-03-07
BA033,341,2019-03-07
BA034,211,2019-03-07
BA036,311,2019-03-07
BA037,827,2019-03-07
BA038,812,2019-03-07
BA038,183,2019-03-07
BA039,236,2019-03-07
BA113,010,2019-03-07
BA115,236,2019-03-07
BA115,225,2019-03-07
BA116,342,2019-03-07
BA117,342,2019-03-07
BA118,829,2019-03-07
BA118,226,2019-03-07
BA119,226,2019-03-07
BA120,236,2019-03-07
BA120,226,2019-03-07
BA121,232,2019-03-07
BA122,232,2019-03-07
BA122,207,2019-03-07
BA123,226,2019-03-07
BA124,211,2019-03-07
BA125,233,2019-03-07
BA126,236,2019-03-07
BA127,245,2019-03-07
BA127,225,2019-03-07
BA128,242,2019-03-07
BA128,231,2019-03-07
BA129,924,2019-03-07
BA129,216,2019-03-07
BA131,233,2019-03-07
BA132,242,2019-03-07
BA133,242,2019-03-07
BA133,232,2019-03-07
BA134,236,2019-03-07
BA134,231,2019-03-07
BA135,233,2019-03-07
BA135,232,2019-03-07
BA136,924,2019-03-07
BA136,225,2019-03-07
BA137,243,2019-03-07
BA139,822,2019-03-07
BA140,374,2019-03-07
BA141,231,2019-03-07
BA277,924,2019-03-07
BA277,201,2019-03-07
BA287,211,2019-03-07
BA299,243,2019-03-07
BA601,245,2019-03-07
BA603,216,2019-03-07
BA604,216,2019-03-07
BA699,245,2019-03-07
BB300,010,2019-03-07
BB301,020,2019-03-07
BB302,010,2019-03-07
BB303,010,2019-03-07
BB304,011,2019-03-07
BB305,011,2019-03-07
BB307,020,2019-03-07
BB308,011,2019-03-07
BB309,010,2019-03-07
BB310,011,2019-03-07
BB310,010,2019-03-07
BB498,030,2019-03-07
BB600,021,2019-03-07
BB600,020,2019-03-07
BB601,021,2019-03-07
BB603,030,2019-03-07
BB604,030,2019-03-07
BB605,030,2019-03-07
BB607,020,2019-03-07
BB608,030,2019-03-07
BB609,030,2019-03-07
BB610,030,2019-03-07
BB611,020,2019-03-07
BB612,030,2019-03-07
BB612,020,2019-03-07
BB613,020,2019-03-07
BB614,020,2019-03-07
BB615,020,2019-03-07
BB617,030,2019-03-07
BB620,030,2019-03-07
BC001,183,2019-03-07
BC002,207,2019-03-07
BC004,168,2019-03-07
BC005,870,2019-03-07
BC006,870,2019-03-07
BC007,171,2019-03-07
BC008,169,2019-03-07
BC009,374,2019-03-07
BC010,175,2019-03-07
BC012,876,2019-03-07
BC012,207,2019-03-07
BC013,372,2019-03-07
BC014,870,2019-03-07
BC015,160,2019-03-07
BC016,166,2019-03-07
BC017,870,2019-03-07
BC018,168,2019-03-07
BC019,169,2019-03-07
BC020,870,2019-03-07
BC020,168,2019-03-07
BC021,166,2019-03-07
BC022,374,2019-03-07
BC024,160,2019-03-07
BC025,160,2019-03-07
BC026,160,2019-03-07
BC027,876,2019-03-07
BC027,168,2019-03-07
BC028,370,2019-03-07
BC029,374,2019-03-07
BC030,373,2019-03-07
BC031,370,2019-03-07
BC032,371,2019-03-07
BC033,876,2019-03-07
BC033,207,2019-03-07
BC034,207,2019-03-07
BC186,876,2019-03-07
BC186,207,2019-03-07
BC187,205,2019-03-07
BC188,170,2019-03-07
BC189,175,2019-03-07
BC190,372,2019-03-07
BC278,205,2019-03-07
BC279,207,2019-03-07
BC279,205,2019-03-07
BC280,183,2019-03-07
BC282,171,2019-03-07
BC283,175,2019-03-07
BC284,876,2019-03-07
BC299,870,2019-03-07
BC300,207,2019-03-07
BC300,170,2019-03-07
BC301,182,2019-03-07
BC302,372,2019-03-07
BC303,876,2019-03-07
BC304,183,2019-03-07
BC304,182,2019-03-07
BC305,205,2019-03-07
BC306,205,2019-03-07
BC307,207,2019-03-07
BC307,205,2019-03-07
BC309,205,2019-03-07
BC309,183,2019-03-07
BC309,182,2019-03-07
BC310,182,2019-03-07
BC312,371,2019-03-07
BC314,372,2019-03-07
BC316,372,2019-03-07
BC317,371,2019-03-07
BC318,372,2019-03-07
BC319,371,2019-03-07
BC321,876,2019-03-07
BC322,876,2019-03-07
BC323,207,2019-03-07
BC324,207,2019-03-07
BC324,170,2019-03-07
BC497,876,2019-03-07
BC497,170,2019-03-07
BC500,182,2019-03-07
BC501,205,2019-03-07
BC501,182,2019-03-07
BC596,205,2019-03-07
BC597,170,2019-03-07
BC598,876,2019-03-07
BC599,170,2019-03-07
BC850,167,2019-03-07
BC851,188,2019-03-07
BC852,378,2019-03-07
BC906,386,2019-03-07
BC908,366,2019-03-07
BC911,266,2019-03-07
BC918,184,2019-03-07
BC925,365,2019-03-07
BC927,386,2019-03-07
BC928,365,2019-03-07
BC929,212,2019-03-07
BC930,889,2019-03-07
BC930,167,2019-03-07
BC931,389,2019-03-07
BC931,366,2019-03-07
BC932,365,2019-03-07
BC933,365,2019-03-07
BC933,209,2019-03-07
BC935,875,2019-03-07
BC935,188,2019-03-07
BC936,385,2019-03-07
BC938,272,2019-03-07
BC941,366,2019-03-07
BC942,343,2019-03-07
BD135,203,2019-03-07
BD137,202,2019-03-07
BD138,202,2019-03-07
BD139,203,2019-03-07
BD142,202,2019-03-07
BD144,202,2019-03-07
BD144,200,2019-03-07
BD145,203,2019-03-07
BD148,203,2019-03-07
BD149,202,2019-03-07
BD149,200,2019-03-07
BE700,203,2019-03-07
BE701,202,2019-03-07
BE701,200,2019-03-07
BE702,203,2019-03-07
BE702,202,2019-03-07
BE703,203,2019-03-07
BE703,202,2019-03-07
BE704,203,2019-03-07
BE704,202,2019-03-07
BE705,203,2019-03-07
BE706,203,2019-03-07
BE707,203,2019-03-07
BE709,202,2019-03-07
BE710,202,2019-03-07
BE710,200,2019-03-07
BE711,202,2019-03-07
BE711,200,2019-03-07
BE712,200,2019-03-07
BE713,200,2019-03-07
BE714,200,2019-03-07
BE715,203,2019-03-07
BE716,203,2019-03-07
BE716,200,2019-03-07
BE717,202,2019-03-07
BE717,200,2019-03-07
BE718,200,2019-03-07
BE719,202,2019-03-07
BE719,200,2019-03-07
BE720,202,2019-03-07
BE720,200,2019-03-07
BE721,200,2019-03-07
BI850,165,2019-03-07
BI851,285,2019-03-07
BI852,875,2019-03-07
BI854,176,2019-03-07
BI855,165,2019-03-07
BI856,212,2019-03-07
BI857,165,2019-03-07
BI858,176,2019-03-07
BI859,280,2019-03-07
BI859,266,2019-03-07
BI860,272,2019-03-07
BI861,270,2019-03-07
BI862,271,2019-03-07
BI863,260,2019-03-07
BI864,213,2019-03-07
BI865,272,2019-03-07
BI866,271,2019-03-07
BI867,274,2019-03-07
BI867,272,2019-03-07
BI868,274,2019-03-07
BI869,266,2019-03-07
BI871,280,2019-03-07
BI872,280,2019-03-07
BI873,386,2019-03-07
BI874,285,2019-03-07
BI876,270,2019-03-07
BI876,244,2019-03-07
BI877,361,2019-03-07
BI878,266,2019-03-07
BI879,274,2019-03-07
BI882,385,2019-03-07
BL072,256,2019-03-07
BL072,022,2019-03-07
BL074,023,2019-03-07
BL300,256,2019-03-07
BL301,023,2019-03-07
BL301,022,2019-03-07
BL302,700,2019-03-07
BL303,022,2019-03-07
BL304,256,2019-03-07
BL305,518,2019-03-07
BL307,022,2019-03-07
BL308,505,2019-03-07
BL309,022,2019-03-07
BL310,700,2019-03-07
BL310,022,2019-03-07
BL311,256,2019-03-07
BL312,505,2019-03-07
BL312,022,2019-03-07
BL313,700,2019-03-07
BL314,307,2019-03-07
BL315,023,2019-03-07
BL315,022,2019-03-07
BL316,256,2019-03-07
BL317,505,2019-03-07
BL318,023,2019-03-07
BL319,700,2019-03-07
BL319,256,2019-03-07
BL320,022,2019-03-07
BL321,505,2019-03-07
BL321,023,2019-03-07
BL322,023,2019-03-07
BL323,023,2019-03-07
BL326,505,2019-03-07
BL326,023,2019-03-07
BL327,023,2019-03-07
BL328,700,2019-03-07
BL330,700,2019-03-07
BL330,505,2019-03-07
BL331,505,2019-03-07
BL332,022,2019-03-07
BL334,023,2019-03-07
BL334,022,2019-03-07
BL335,023,2019-03-07
BL336,700,2019-03-07
BL337,700,2019-03-07
BL337,022,2019-03-07
BL338,307,2019-03-07
BL339,256,2019-03-07
BL339,022,2019-03-07
BL492,023,2019-03-07
BL493,505,2019-03-07
BL493,022,2019-03-07
BL494,505,2019-03-07
BL496,505,2019-03-07
BL685,022,2019-03-07
BL686,023,2019-03-07
BL694,022,2019-03-07
BL696,022,2019-03-07
BL697,022,2019-03-07
BL698,023,2019-03-07
BL699,022,2019-03-07
BN411,213,2019-03-07
BN605,270,2019-03-07
BN605,214,2019-03-07
BN609,271,2019-03-07
BN610,184,2019-03-07
BN611,244,2019-03-07
BN615,214,2019-03-07
BN616,361,2019-03-07
BN617,229,2019-03-07
BN617,224,2019-03-07
BN621,181,2019-03-07
BN624,Z01,2019-03-07
BN626,270,2019-03-07
BN627,280,2019-03-07
BN627,244,2019-03-07
BN627,189,2019-03-07
BN628,285,2019-03-07
BN629,214,2019-03-07
BN997,001,2019-03-07
BN998,001,2019-03-07
BR108,021,2019-03-07
BS001,294,2019-03-07
BS002,496,2019-03-07
BS003,896,2019-03-07
BS013,395,2019-03-07
BS015,198,2019-03-07
BS016,391,2019-03-07
BS018,297,2019-03-07
BS019,199,2019-03-07
BS291,194,2019-03-07
BS292,196,2019-03-07
BS293,195,2019-03-07
BS296,197,2019-03-07
BS297,298,2019-03-07
BS298,394,2019-03-07
BS299,296,2019-03-07
BT005,979,2019-03-07
BT006,979,2019-03-07
BT009,979,2019-03-07
CA001,341,2019-03-07
CA012,216,2019-03-07
CA300,372,2019-03-07
CA300,233,2019-03-07
CA600,216,2019-03-07
CA601,030,2019-03-07
CA602,216,2019-03-07
CA603,216,2019-03-07
CB600,021,2019-03-07
CB601,020,2019-03-07
CB602,021,2019-03-07
CB604,021,2019-03-07
CB697,020,2019-03-07
CC194,222,2019-03-07
CC195,380,2019-03-07
CC196,375,2019-03-07
CC197,372,2019-03-07
CC297,372,2019-03-07
CC298,373,2019-03-07
CC300,380,2019-03-07
CC301,380,2019-03-07
CI002,222,2019-03-07
CI003,222,2019-03-07
CI004,373,2019-03-07
CI005,341,2019-03-07
CI006,375,2019-03-07
CL038,340,2019-03-07
CL300,307,2019-03-07
CL301,022,2019-03-07
CL302,307,2019-03-07
CL303,022,2019-03-07
CL304,307,2019-03-07
CL306,307,2019-03-07
CL499,022,2019-03-07
CL698,023,2019-03-07
CL699,023,2019-03-07
CL699,022,2019-03-07
CR804,023,2019-03-07
DA009,332,2019-03-07
DA010,323,2019-03-07
DA011,323,2019-03-07
DA012,323,2019-03-07
DA013,336,2019-03-07
DA015,332,2019-03-07
DA016,321,2019-03-07
DA019,334,2019-03-07
DA019,332,2019-03-07
DA020,336,2019-03-07
DA020,334,2019-03-07
DA022,323,2019-03-07
DA022,322,2019-03-07
DA023,334,2019-03-07
DA027,332,2019-03-07
DA029,338,2019-03-07
DA033,322,2019-03-07
DA300,322,2019-03-07
DA850,331,2019-03-07
DB025,050,2019-03-07
DB300,020,2019-03-07
DC081,468,2019-03-07
DC082,474,2019-03-07
DC082,468,2019-03-07
DC084,468,2019-03-07
DC085,474,2019-03-07
DC087,463,2019-03-07
DC089,462,2019-03-07
DC090,463,2019-03-07
DC091,462,2019-03-07
DC092,463,2019-03-07
DC093,468,2019-03-07
DC093,309,2019-03-07
DC093,050,2019-03-07
DC292,474,2019-03-07
DC293,465,2019-03-07
DC294,462,2019-03-07
DC295,474,2019-03-07
DC295,462,2019-03-07
DC296,462,2019-03-07
DC297,474,2019-03-07
DC298,468,2019-03-07
DC850,464,2019-03-07
DC851,467,2019-03-07
DC852,461,2019-03-07
DC853,470,2019-03-07
DC854,489,2019-03-07
DC854,461,2019-03-07
DC855,470,2019-03-07
DC983,463,2019-03-07
DE700,303,2019-03-07
DE701,303,2019-03-07
DE702,303,2019-03-07
DE703,303,2019-03-07
DE706,303,2019-03-07
DE708,303,2019-03-07
DE709,303,2019-03-07
DE710,303,2019-03-07
DE711,303,2019-03-07
DE712,303,2019-03-07
DE713,303,2019-03-07
DE714,303,2019-03-07
DE714,302,2019-03-07
DE715,303,2019-03-07
DE716,303,2019-03-07
DE717,303,2019-03-07
DE718,303,2019-03-07
DE719,303,2019-03-07
DE720,303,2019-03-07
DE841,302,2019-03-07
DE842,302,2019-03-07
DE846,302,2019-03-07
DE848,303,2019-03-07
DE848,302,2019-03-07
DE849,303,2019-03-07
DE849,302,2019-03-07
DL039,022,2019-03-07
DL040,546,2019-03-07
DL040,507,2019-03-07
DL041,546,2019-03-07
DL300,022,2019-03-07
DL301,518,2019-03-07
DL301,304,2019-03-07
DL302,304,2019-03-07
DL303,304,2019-03-07
DL304,518,2019-03-07
DL304,022,2019-03-07
DL306,469,2019-03-07
DL307,304,2019-03-07
DL310,305,2019-03-07
DL311,305,2019-03-07
DL312,305,2019-03-07
DL313,304,2019-03-07
DL314,469,2019-03-07
DL315,022,2019-03-07
DL316,518,2019-03-07
DL316,022,2019-03-07
DL317,304,2019-03-07
DL317,022,2019-03-07
DN017,464,2019-03-07
DN019,467,2019-03-07
DN020,560,2019-03-07
DN021,464,2019-03-07
DN027,002,2019-03-07
DN028,002,2019-03-07
DN029,002,2019-03-07
DN400,516,2019-03-07
DN600,466,2019-03-07
DN601,466,2019-03-07
DN601,393,2019-03-07
DN602,Z03,2019-03-07
DN602,461,2019-03-07
DN602,308,2019-03-07
DN604,461,2019-03-07
DN604,393,2019-03-07
DN605,387,2019-03-07
DN607,387,2019-03-07
DN608,466,2019-03-07
DN609,Z03,2019-03-07
DR100,021,2019-03-07
DR102,050,2019-03-07
DR103,050,2019-03-07
DR104,021,2019-03-07
DR104,020,2019-03-07
DR105,021,2019-03-07
DR106,021,2019-03-07
DR107,021,2019-03-07
DR114,050,2019-03-07
DR114,020,2019-03-07
DR115,050,2019-03-07
DR400,216,2019-03-07
DR401,335,2019-03-07
DR402,216,2019-03-07
DR403,335,2019-03-07
DR405,335,2019-03-07
DR406,030,2019-03-07
DR407,335,2019-03-07
DR407,216,2019-03-07
DR408,216,2019-03-07
DR800,023,2019-03-07
DR803,023,2019-03-07
DR804,022,2019-03-07
DR805,023,2019-03-07
DS005,397,2019-03-07
DS006,499,2019-03-07
EA001,533,2019-03-07
EA002,521,2019-03-07
EA003,522,2019-03-07
EA003,338,2019-03-07
EA004,513,2019-03-07
EA005,535,2019-03-07
EA006,513,2019-03-07
EA007,531,2019-03-07
EA008,621,2019-03-07
EA009,528,2019-03-07
EA010,561,2019-03-07
EA010,528,2019-03-07
EA011,621,2019-03-07
EA012,X14,2019-03-07
EA013,512,2019-03-07
EA014,X14,2019-03-07
EA014,532,2019-03-07
EA015,515,2019-03-07
EA015,512,2019-03-07
EA016,338,2019-03-07
EA017,515,2019-03-07
EA017,338,2019-03-07
EA018,528,2019-03-07
EA018,515,2019-03-07
EA019,657,2019-03-07
EA020,621,2019-03-07
EA021,531,2019-03-07
EA022,532,2019-03-07
EA023,621,2019-03-07
EA024,535,2019-03-07
EA025,657,2019-03-07
EA027,513,2019-03-07
EA073,338,2019-03-07
EA074,512,2019-03-07
EA075,512,2019-03-07
EA076,338,2019-03-07
EA077,512,2019-03-07
EA163,532,2019-03-07
EA165,533,2019-03-07
EA166,533,2019-03-07
EA168,531,2019-03-07
EA170,511,2019-03-07
EA171,511,2019-03-07
EA172,513,2019-03-07
EA173,549,2019-03-07
EA173,515,2019-03-07
EA173,513,2019-03-07
EA174,336,2019-03-07
EA175,536,2019-03-07
EA176,511,2019-03-07
EA177,531,2019-03-07
EA178,523,2019-03-07
EA179,523,2019-03-07
EA180,621,2019-03-07
EA181,522,2019-03-07
EA182,521,2019-03-07
EA183,519,2019-03-07
EA183,513,2019-03-07
EA184,621,2019-03-07
EA184,521,2019-03-07
EA185,515,2019-03-07
EA186,532,2019-03-07
EA187,532,2019-03-07
EA188,522,2019-03-07
EA189,522,2019-03-07
EA190,338,2019-03-07
EA192,338,2019-03-07
EA194,621,2019-03-07
EA195,515,2019-03-07
EA196,531,2019-03-07
EA197,513,2019-03-07
EA197,511,2019-03-07
EA198,515,2019-03-07
EA300,335,2019-03-07
EA301,515,2019-03-07
EA303,511,2019-03-07
EA600,528,2019-03-07
EA601,528,2019-03-07
EA602,535,2019-03-07
EC001,561,2019-03-07
EC002,471,2019-03-07
EC003,475,2019-03-07
EC004,665,2019-03-07
EC006,561,2019-03-07
EC008,663,2019-03-07
EC009,663,2019-03-07
EC010,663,2019-03-07
EC011,475,2019-03-07
EC012,561,2019-03-07
EC013,561,2019-03-07
EC014,471,2019-03-07
EC294,471,2019-03-07
EC300,472,2019-03-07
EC301,462,2019-03-07
EC302,475,2019-03-07
EC303,475,2019-03-07
EC304,561,2019-03-07
EL057,305,2019-03-07
EL059,507,2019-03-07
EL060,506,2019-03-07
EL061,505,2019-03-07
EL062,507,2019-03-07
EL062,506,2019-03-07
EL063,506,2019-03-07
EL064,507,2019-03-07
EL064,506,2019-03-07
EL065,507,2019-03-07
EL068,506,2019-03-07
EL070,505,2019-03-07
EL071,507,2019-03-07
EL073,506,2019-03-07
EL074,505,2019-03-07
EL075,505,2019-03-07
EL300,505,2019-03-07
EL301,508,2019-03-07
EL301,506,2019-03-07
EL301,505,2019-03-07
EL302,507,2019-03-07
EL303,506,2019-03-07
EL304,507,2019-03-07
EL305,505,2019-03-07
EL306,507,2019-03-07
EL307,506,2019-03-07
EL308,507,2019-03-07
EL309,507,2019-03-07
EL310,506,2019-03-07
EL312,508,2019-03-07
EL312,023,2019-03-07
EL313,022,2019-03-07
EL314,507,2019-03-07
EL316,506,2019-03-07
EL317,505,2019-03-07
EN600,594,2019-03-07
ER800,022,2019-03-07
ER801,023,2019-03-07
ER802,023,2019-03-07
ER803,022,2019-03-07
GA001,534,2019-03-07
GA002,534,2019-03-07
GA003,643,2019-03-07
GA139,638,2019-03-07
GA139,542,2019-03-07
GA140,631,2019-03-07
GA141,649,2019-03-07
GA142,624,2019-03-07
GA143,548,2019-03-07
GA143,541,2019-03-07
GA144,624,2019-03-07
GA145,639,2019-03-07
GA146,640,2019-03-07
GA147,541,2019-03-07
GA150,625,2019-03-07
GA151,625,2019-03-07
GA153,683,2019-03-07
GA154,624,2019-03-07
GA155,548,2019-03-07
GA156,639,2019-03-07
GA158,642,2019-03-07
GA159,633,2019-03-07
GA159,631,2019-03-07
GA160,625,2019-03-07
GA161,625,2019-03-07
GA162,643,2019-03-07
GA162,542,2019-03-07
GA163,625,2019-03-07
GA164,542,2019-03-07
GA165,643,2019-03-07
GA165,625,2019-03-07
GA166,625,2019-03-07
GA166,542,2019-03-07
GA167,625,2019-03-07
GA167,541,2019-03-07
GA168,636,2019-03-07
GA169,638,2019-03-07
GA170,636,2019-03-07
GA172,636,2019-03-07
GA172,631,2019-03-07
GA173,541,2019-03-07
GA174,640,2019-03-07
GA174,541,2019-03-07
GA175,635,2019-03-07
GA176,643,2019-03-07
GA177,624,2019-03-07
GA177,541,2019-03-07
GA178,683,2019-03-07
GA178,542,2019-03-07
GA179,638,2019-03-07
GA180,548,2019-03-07
GA181,642,2019-03-07
GA181,528,2019-03-07
GA199,541,2019-03-07
GA200,683,2019-03-07
GA200,633,2019-03-07
GA201,631,2019-03-07
GA201,552,2019-03-07
GA202,642,2019-03-07
GA202,552,2019-03-07
GA203,635,2019-03-07
GA203,547,2019-03-07
GA204,633,2019-03-07
GA204,548,2019-03-07
GA205,552,2019-03-07
GA206,649,2019-03-07
GA206,534,2019-03-07
GA207,638,2019-03-07
GA207,624,2019-03-07
GA208,534,2019-03-07
GA209,548,2019-03-07
GA209,528,2019-03-07
GA211,548,2019-03-07
GA212,541,2019-03-07
GA213,640,2019-03-07
GA213,636,2019-03-07
GA600,545,2019-03-07
GA600,540,2019-03-07
GA601,545,2019-03-07
GA602,614,2019-03-07
GA602,528,2019-03-07
GA948,616,2019-03-07
GA949,616,2019-03-07
GB600,040,2019-03-07
GB601,030,2019-03-07
GB602,021,2019-03-07
GB603,050,2019-03-07
GB604,021,2019-03-07
GB605,030,2019-03-07
GB605,021,2019-03-07
GB606,030,2019-03-07
GB607,050,2019-03-07
GB607,030,2019-03-07
GB608,030,2019-03-07
GC016,665,2019-03-07
GC017,665,2019-03-07
GC018,665,2019-03-07
GC295,662,2019-03-07
GD333,603,2019-03-07
GD333,602,2019-03-07
GD335,603,2019-03-07
GD337,603,2019-03-07
GD339,503,2019-03-07
GD340,550,2019-03-07
GD341,550,2019-03-07
GD342,502,2019-03-07
GD342,202,2019-03-07
GD343,500,2019-03-07
GD343,202,2019-03-07
GD344,203,2019-03-07
GD345,502,2019-03-07
GD345,202,2019-03-07
GD346,203,2019-03-07
GD347,500,2019-03-07
GD347,202,2019-03-07
GD348,550,2019-03-07
GD348,202,2019-03-07
GD349,603,2019-03-07
GD350,203,2019-03-07
GE696,X12,2019-03-07
GE696,602,2019-03-07
GE697,602,2019-03-07
GE697,502,2019-03-07
GE700,550,2019-03-07
GE701,500,2019-03-07
GE702,550,2019-03-07
GE703,550,2019-03-07
GE704,550,2019-03-07
GE704,500,2019-03-07
GE705,500,2019-03-07
GE706,500,2019-03-07
GE707,500,2019-03-07
GE708,550,2019-03-07
GE709,500,2019-03-07
GE710,500,2019-03-07
GE713,500,2019-03-07
GE715,500,2019-03-07
GE716,500,2019-03-07
GE717,503,2019-03-07
GE717,202,2019-03-07
GE718,603,2019-03-07
GE718,500,2019-03-07
GE719,500,2019-03-07
GE720,202,2019-03-07
GE721,500,2019-03-07
GE721,203,2019-03-07
GE722,200,2019-03-07
GE723,550,2019-03-07
GE724,200,2019-03-07
GE848,602,2019-03-07
GI001,649,2019-03-07
GI001,635,2019-03-07
GI002,541,2019-03-07
GI003,643,2019-03-07
GI004,541,2019-03-07
GI005,639,2019-03-07
GI006,649,2019-03-07
GI007,547,2019-03-07
GI008,637,2019-03-07
GI009,528,2019-03-07
GI010,633,2019-03-07
GI012,641,2019-03-07
GI013,637,2019-03-07
GI014,542,2019-03-07
GI015,542,2019-03-07
GI016,633,2019-03-07
GI017,528,2019-03-07
GL078,506,2019-03-07
GL079,610,2019-03-07
GL079,506,2019-03-07
GL080,508,2019-03-07
GL081,546,2019-03-07
GL300,508,2019-03-07
GL301,506,2019-03-07
GL304,507,2019-03-07
