WKT;OBJECTID;CODIGO;TIPO;NOME;FONTE;CD_REGIONA;NM_REGIONA;SHAPE_AREA;SHAPE_LEN
"MULTIPOLYGON (((-49.2711424231202 -25.4530340111274,-49.2708524509596 -25.4536655737848,-49.2706232325894 -25.4541648079857,-49.2699701455322 -25.4555872011039,-49.2694532246589 -25.4567129978743,-49.2693931835008 -25.4568437601934,-49.2692941766061 -25.4570593874714,-49.2692851136571 -25.4570791256147,-49.2695235127752 -25.4572950893482,-49.2707128463703 -25.4583724798376,-49.2715016964626 -25.4590870657745,-49.2717890949726 -25.4593474048832,-49.27281072954 -25.4602728368663,-49.2739317404221 -25.4612882622467,-49.2744070195325 -25.4617187689231,-49.2744160947061 -25.4617269899638,-49.2744166052914 -25.4617274489064,-49.2744278730926 -25.46173760777,-49.2744495517269 -25.4617571555609,-49.2750043721395 -25.462257398883,-49.2760473550065 -25.4631977659968,-49.2761276482003 -25.4632701579185,-49.2772377738503 -25.4642710398845,-49.2773427306667 -25.4643656673559,-49.2783317700525 -25.4652573536313,-49.2783593997351 -25.4652822627165,-49.2794791517771 -25.4662917733541,-49.2802966125425 -25.4670287369439,-49.2805841920843 -25.4672879965211,-49.2809822886436 -25.4676468845817,-49.2816923862598 -25.4682870387225,-49.2816925630631 -25.4682871978342,-49.2827933426839 -25.4692795315747,-49.2839035907767 -25.4702803769925,-49.2850098506001 -25.4712776039819,-49.2850112602645 -25.471278875137,-49.2861172950673 -25.4722758729892,-49.2861225646272 -25.4722806237469,-49.2861226097311 -25.4722805250898,-49.2862904940044 -25.4719236750391,-49.2865758927643 -25.4713170365502,-49.2865777077711 -25.4713131790965,-49.2867378529171 -25.470972772548,-49.2870356608289 -25.4703397438507,-49.2874266849582 -25.4695085596242,-49.2874459669258 -25.4694672557201,-49.2874881211707 -25.4693347660151,-49.2874882300959 -25.4693345325505,-49.2879048505093 -25.4684478471554,-49.2879846500345 -25.4683888324125,-49.2879849021971 -25.4683887284561,-49.2880062216781 -25.4683800792733,-49.2885449917489 -25.4681614541305,-49.2885453653383 -25.4681613053034,-49.2888300333834 -25.4680478666875,-49.288951920922 -25.4679732721406,-49.2894915107699 -25.4672792634326,-49.2894918205439 -25.4672788625922,-49.2896307967337 -25.4670995153639,-49.2904710716408 -25.4660071249293,-49.2904727090224 -25.4660049972154,-49.290478072645 -25.465998021472,-49.2908308025834 -25.4655394519544,-49.2912656350516 -25.4649741370679,-49.2913263332003 -25.4648952257993,-49.291323185737 -25.4648869954245,-49.2912667284046 -25.4647393446798,-49.2911297088076 -25.4643810030087,-49.2911160116774 -25.4643451779285,-49.291027166986 -25.4641128212406,-49.2906609267759 -25.4631549900609,-49.2906348318128 -25.4630867432035,-49.2905539312563 -25.4628751587274,-49.2901970855301 -25.462068414348,-49.2901782591847 -25.462027023603,-49.2897849522765 -25.4611622897315,-49.2897268470275 -25.4610345387857,-49.2897168686481 -25.4610125964455,-49.2896001482621 -25.4607530897632,-49.2893457640422 -25.4601875036071,-49.2892689270476 -25.4600166689168,-49.2892277705816 -25.4599251616865,-49.2891081731441 -25.4596415535001,-49.2890806691675 -25.4595632200134,-49.2890506266195 -25.4594776566991,-49.2890431795718 -25.4594451939213,-49.2889923651276 -25.4592236525061,-49.2889642451482 -25.4590820311195,-49.2889274677516 -25.4588968054552,-49.2889182108138 -25.4588501833978,-49.2889106021047 -25.4588118613438,-49.2889077227211 -25.4587973578854,-49.288816020797 -25.4583355765184,-49.2886614148422 -25.4575570212979,-49.2885423600289 -25.4569574860813,-49.2885355928496 -25.4569234040322,-49.2884549587059 -25.4565173354967,-49.2882261659198 -25.4553651403623,-49.2882206929238 -25.4553375754759,-49.2881830911391 -25.4551482084373,-49.2879310003707 -25.453878655694,-49.287930641647 -25.4538768562734,-49.2879278164315 -25.4538626135115,-49.2879425455303 -25.4538621698012,-49.2887560198848 -25.4538376319641,-49.2887721042374 -25.4538371461112,-49.2894111620742 -25.453817867435,-49.2894256501367 -25.453817429583,-49.289818756548 -25.4538055699938,-49.2904926489877 -25.4537757545709,-49.2905165574141 -25.4537746967578,-49.2906538496785 -25.4538279683882,-49.2907560911699 -25.4538676380441,-49.2911152790312 -25.4540070066259,-49.2912228872169 -25.4540118706969,-49.2912497660582 -25.4540130861568,-49.29286627899 -25.4540861523501,-49.2930870585539 -25.45363705433,-49.2932704658564 -25.4532639744844,-49.2932815307217 -25.4532414681145,-49.2932893132846 -25.4532256350698,-49.2932897287978 -25.4532247907708,-49.2939703307249 -25.4518403137651,-49.2940374424813 -25.4517037957541,-49.2941275061724 -25.4515205827086,-49.2941278460506 -25.4515198934679,-49.2944940303482 -25.4507566917509,-49.2945702291796 -25.4505978770489,-49.2945705055271 -25.4505973027843,-49.2947901168883 -25.4501395803559,-49.2947915531077 -25.4501365889883,-49.2947969216774 -25.4501254005012,-49.2948045593821 -25.4501094808136,-49.2950288220417 -25.4496420643068,-49.2950385949838 -25.449621692867,-49.2954686233631 -25.4487253985064,-49.2954728400691 -25.4487166112101,-49.2948774382206 -25.4484989422486,-49.2948230312323 -25.4484790514636,-49.2948222082525 -25.4484787515148,-49.2948197436294 -25.4484778037791,-49.2940425800472 -25.4481792887498,-49.2925196022086 -25.4475942837164,-49.2921761443382 -25.4474623514201,-49.2921698304513 -25.4474599250993,-49.2913548155817 -25.4471468508824,-49.2913315327388 -25.447137907894,-49.2904072914183 -25.4467828680707,-49.2900049787285 -25.4466283202766,-49.289920636279 -25.4465959207233,-49.289261227156 -25.4463433383067,-49.2882371121316 -25.4459510514886,-49.288173600788 -25.4459267227776,-49.2866981486609 -25.4453615345889,-49.2866885355465 -25.445357852881,-49.2855125454733 -25.4449073610105,-49.2844385141039 -25.4444959171489,-49.282778511554 -25.4438599761336,-49.2824311757125 -25.4437269091205,-49.2824204697662 -25.443722808255,-49.2810053842661 -25.4431806694519,-49.2798402218569 -25.4427342669231,-49.2788968378643 -25.4423728230829,-49.2786799321609 -25.4422897188326,-49.2777090246413 -25.4419177196421,-49.2776783926335 -25.4419059833931,-49.2773495419571 -25.4417832835402,-49.2764598053483 -25.4414513016076,-49.2764089021112 -25.4415621926156,-49.2759979978739 -25.4424573463966,-49.2757899320382 -25.4429106075188,-49.2757828848543 -25.4429259622226,-49.2750820165629 -25.4444527485102,-49.2744756784073 -25.4457735727375,-49.274395426851 -25.4459483908248,-49.2743931219557 -25.4459534105492,-49.2743831719924 -25.4459750854389,-49.2737515012805 -25.4473510519059,-49.2732446151933 -25.4484551729263,-49.2731338703981 -25.4486963987937,-49.2731328318811 -25.4486986611967,-49.2725471280098 -25.4499744320321,-49.2725008905922 -25.4500751431548,-49.2719764808349 -25.4512173758319,-49.2711460149885 -25.4530261864999,-49.2711424231202 -25.4530340111274)))";20;9.00000000;DIVISA DE BAIRROS;AGUA VERDE;Decreto Municipal 774 / 1975;7.00000000;REGIONAL PORTAO;4773046.30018000025;9760.91836700000
"MULTIPOLYGON (((-49.2299955185889 -25.4164793124548,-49.2299899049514 -25.4165017191264,-49.2298339640856 -25.4164998407172,-49.2296965580517 -25.4165152481938,-49.229585808352 -25.4165432544311,-49.2295020564504 -25.4165740230104,-49.2294492840672 -25.416622730094,-49.229442000382 -25.4166294528898,-49.229413650963 -25.416671695466,-49.2294109622346 -25.4166757042194,-49.2292907925702 -25.4168547712182,-49.2291979619751 -25.4169489865776,-49.2290839496575 -25.4170233563384,-49.2289990623538 -25.4170581774226,-49.2289567416557 -25.4170755390094,-49.2286682580653 -25.417173467991,-49.2286336574773 -25.4171852145702,-49.2284359362929 -25.4172805122849,-49.2282647993319 -25.4173932833671,-49.2281123681397 -25.4175184671567,-49.227863813576 -25.4177793533353,-49.2277282769663 -25.4179459596931,-49.2275460619617 -25.418169947093,-49.2274722416685 -25.4182656545845,-49.2272883821415 -25.4185040280738,-49.2270351607457 -25.4188050308797,-49.2269231221589 -25.4189209504456,-49.2267815640345 -25.4190365136816,-49.226610379912 -25.4191590317358,-49.226325373386 -25.4193290165405,-49.2260328954512 -25.4195612022485,-49.2259286911881 -25.4196918406,-49.2257125474429 -25.4201020357082,-49.225712195499 -25.4201027009414,-49.2257074224572 -25.4201117614994,-49.2254851415831 -25.4200265379013,-49.2252194900388 -25.4199246856097,-49.2248634329785 -25.419788171756,-49.22486116496 -25.4197873029562,-49.2248282568391 -25.4197746855293,-49.2246116849948 -25.4196916488317,-49.2246111528245 -25.4196914456893,-49.2245897826684 -25.4196832523124,-49.224593060581 -25.4196905212326,-49.2247393738141 -25.4200150376813,-49.2252414111888 -25.4211285347691,-49.2252416114937 -25.4211289851635,-49.2252417154562 -25.4211292194986,-49.2255946149925 -25.4219296871236,-49.2256277688038 -25.4219423112272,-49.2256286901831 -25.4219426617795,-49.2262607751734 -25.4221833528177,-49.2270979511912 -25.4225021314142,-49.2285663624825 -25.4230612586827,-49.2300361186249 -25.423620878938,-49.2310524428315 -25.4240078397331,-49.2310726920917 -25.4240155492531,-49.2314997898588 -25.424178161953,-49.2329659903745 -25.4247363897716,-49.2344312457775 -25.4252942361463,-49.2345249322402 -25.4253299041335,-49.235701829088 -25.4257779535909,-49.2369924257889 -25.4262692748568,-49.2382858848264 -25.4267616702884,-49.2395601919645 -25.4272467622781,-49.2403787218643 -25.4275583434124,-49.2405469258732 -25.4276223717659,-49.2406135707277 -25.4276187485945,-49.2409197304603 -25.4276021001081,-49.2413750583406 -25.4275333428934,-49.2417156750146 -25.4274086049324,-49.2417677493235 -25.4273895348355,-49.2418409864907 -25.4272138008987,-49.2421754922172 -25.4264111439416,-49.2421761039103 -25.4264096761867,-49.2421869666512 -25.426383610788,-49.2423022500812 -25.4260377272759,-49.2423115255206 -25.4260098989021,-49.2423147393579 -25.4260002559739,-49.242391354103 -25.4257703876707,-49.2424341334274 -25.425642039023,-49.242470051786 -25.4254715331169,-49.2424975525272 -25.4253409959531,-49.2424979444309 -25.4253351868534,-49.2424980305035 -25.4253339381749,-49.2425008897364 -25.4252917258506,-49.2425056357235 -25.4252216771914,-49.2425164006341 -25.4250628020864,-49.2425060029618 -25.4248813923105,-49.2424987089579 -25.4247541075633,-49.2424202079868 -25.4244803044614,-49.2424184758805 -25.4244742660748,-49.2424002987643 -25.4244108645121,-49.242366607889 -25.4243339465764,-49.2423623680233 -25.4243242684703,-49.2422723236785 -25.4241186914236,-49.2422698992287 -25.4241131571988,-49.2422644278004 -25.4241006657365,-49.2422166079292 -25.4240277609541,-49.2422052807376 -25.4240104920843,-49.2422041350253 -25.4240087448746,-49.2421752136413 -25.4239646518893,-49.2420693215088 -25.4238032100895,-49.2418589894598 -25.4235662142668,-49.2417720920358 -25.4234682999422,-49.2417486698609 -25.4234419058099,-49.2417461134874 -25.4234390259041,-49.2417455594699 -25.4234384015831,-49.2417218368797 -25.4234085842357,-49.2414589708242 -25.4230781920421,-49.2408398515975 -25.4223000235451,-49.2405485744395 -25.4219339154753,-49.240510040002 -25.4218854813249,-49.2399288654607 -25.4211549870618,-49.2398806069646 -25.42108275134,-49.2398649076049 -25.4210592513731,-49.23986133268 -25.4210539005958,-49.2398482443983 -25.421034312172,-49.2397842849022 -25.4209385725752,-49.2397649861024 -25.4208662594686,-49.2397642979032 -25.4208636796253,-49.2397633967771 -25.4208603032147,-49.2397167798871 -25.4206856408332,-49.2397142359536 -25.4206761058549,-49.2397107765453 -25.4204078461592,-49.2397740047152 -25.4201201630248,-49.2398406489367 -25.419954929872,-49.2398698102297 -25.4198826302831,-49.2398699361189 -25.4198823177111,-49.2398736213347 -25.4198731802499,-49.2399709251609 -25.4197120518396,-49.2401967887378 -25.4193380456076,-49.2402205659962 -25.4192986725295,-49.2402223403008 -25.4192957348142,-49.2409880930081 -25.4180276938838,-49.240999929184 -25.4180080914963,-49.2414190021847 -25.4173141201511,-49.2414270118506 -25.4173008527169,-49.2416239268693 -25.4169747660019,-49.2416329839277 -25.4169597687679,-49.2416354892901 -25.4169556170704,-49.2416537923929 -25.4169253091279,-49.2416554348235 -25.4169225902208,-49.2416672129205 -25.4169030862562,-49.2417407927864 -25.4166440122847,-49.241745047951 -25.4166290281164,-49.2417695462909 -25.4164683545014,-49.2417592092353 -25.4164210239888,-49.2417396263677 -25.4163313594269,-49.2417394011301 -25.4163303235728,-49.2417364852673 -25.4163169766358,-49.2417210708648 -25.4162464106466,-49.2414848587562 -25.4154563400618,-49.2414209394417 -25.4152425476641,-49.2411152718882 -25.4142201653911,-49.241106904774 -25.4142131317861,-49.2407454784044 -25.4139093635543,-49.2400339585875 -25.4133113436177,-49.2390015550127 -25.4124436102463,-49.2387791900486 -25.4122567078201,-49.2381533618902 -25.4117306889878,-49.2376615709728 -25.4113173265612,-49.2376293040196 -25.4112902048099,-49.237431373295 -25.4111770408442,-49.23740796773 -25.4111636608033,-49.2373412452211 -25.4111255126179,-49.2369341812581 -25.4110033575058,-49.2369314437951 -25.411002942261,-49.2358218517288 -25.4108347072171,-49.2353246301066 -25.4107593175131,-49.2349667037561 -25.4107050466522,-49.2341795218521 -25.4105856857428,-49.2341780241924 -25.4105854583626,-49.233269774597 -25.4104477322619,-49.2332601578308 -25.4104462754857,-49.2321432957343 -25.4121382094024,-49.2320299351646 -25.4123099371581,-49.2319967796377 -25.4123601629531,-49.2319596106243 -25.4124164683116,-49.2318986963669 -25.4125087476353,-49.2317312909068 -25.4126757622644,-49.2314969006974 -25.4129096034943,-49.2314729190664 -25.4129335309791,-49.2310293184515 -25.4138176669906,-49.2309607367271 -25.4139543569406,-49.2309583796485 -25.4139590540829,-49.2306231930626 -25.4146270988576,-49.23062300684 -25.4146274702044,-49.2306124410154 -25.4146485312162,-49.2304922015602 -25.4148881723198,-49.2304721921605 -25.4149462586478,-49.2303857041925 -25.4151973539159,-49.2301339856458 -25.4159281315384,-49.2301327235409 -25.4159317960228,-49.2301325548006 -25.415932465679,-49.2301020977106 -25.4160540056377,-49.2300525024665 -25.4162519195245,-49.2299955185889 -25.4164793124548)))";22;18.00000000;DIVISA DE BAIRROS;JARDIM SOCIAL;Decreto Municipal 774 / 1975;1.00000000;REGIONAL MATRIZ;1958421.84183999989;6055.95305800000
"MULTIPOLYGON (((-49.264974064639 -25.4882134029542,-49.2641126480055 -25.4899824707647,-49.2631929647413 -25.489602250997,-49.2631920995854 -25.4896039004144,-49.2631845479788 -25.4896182911577,-49.2625606225004 -25.4908075638846,-49.2620839636372 -25.4913201667869,-49.2620689013049 -25.4913363666987,-49.2620621159481 -25.4913507344936,-49.2616460281143 -25.4922319449247,-49.261640461813 -25.4922437340615,-49.2610094873988 -25.4919919135766,-49.2610093721104 -25.491991867026,-49.2610058823397 -25.4919990841822,-49.2605700339474 -25.4929008906643,-49.2601295010636 -25.4938123725012,-49.2600676796759 -25.4939402819555,-49.2600625167614 -25.4939565880798,-49.2600325697049 -25.4940512097449,-49.2600071311116 -25.4941315860288,-49.2597038599481 -25.4947675106308,-49.2594311866599 -25.4953392687129,-49.258834245652 -25.4965909534318,-49.2579558429759 -25.4984327524548,-49.257953512686 -25.4984376392742,-49.2570814954363 -25.5002659854999,-49.256200225652 -25.5021136663656,-49.2561988675899 -25.5021165138362,-49.256825702005 -25.5023743215743,-49.2568375369946 -25.502379189465,-49.256963784849 -25.502431112936,-49.2569615223547 -25.5024357950099,-49.2569597217656 -25.5024395199525,-49.2569342592365 -25.5024922066679,-49.2567747781208 -25.5028221971456,-49.2563639048556 -25.5036723525249,-49.2560714911411 -25.504277392846,-49.2560669566376 -25.5042867750287,-49.2547323719184 -25.5070480966398,-49.2543257158546 -25.5078894549778,-49.2534074512433 -25.5097892741209,-49.2534070738036 -25.5097900548179,-49.2534035929838 -25.5097972536609,-49.2533904945683 -25.5098243507183,-49.2533523627738 -25.5099032439587,-49.2508602475106 -25.5150044961088,-49.2507973695545 -25.5151331950955,-49.250702690912 -25.5153269863667,-49.249868025064 -25.517035387119,-49.2498281661801 -25.5171169678867,-49.2498060397135 -25.5171622596964,-49.2508684295442 -25.5175894711178,-49.2516711505559 -25.5179122562209,-49.2518933058975 -25.5179401844521,-49.2529683892028 -25.5178210579424,-49.2556241897405 -25.5175267454252,-49.2556243089462 -25.5175267325179,-49.2556319243922 -25.5175258892071,-49.2556645654528 -25.5175222713547,-49.2555261946158 -25.5179120285237,-49.2553431189157 -25.5184277075844,-49.2552834324201 -25.5185958258656,-49.2552778129632 -25.5186116568024,-49.2552748847182 -25.5186286703006,-49.2552747044064 -25.5186297172837,-49.2552437882202 -25.5188093129959,-49.2552170967577 -25.5189643727688,-49.2552349500652 -25.5193626178251,-49.2552707419274 -25.520160988409,-49.2552775484597 -25.5203128285344,-49.255277852533 -25.5203195997047,-49.2552783454004 -25.5203306159281,-49.2552963635503 -25.5207325028847,-49.2552988521705 -25.5207880047117,-49.2553009649633 -25.5208351046158,-49.2553009944844 -25.5208357926323,-49.2553012735233 -25.5208419854908,-49.2552854474055 -25.5209838874627,-49.2552851500342 -25.5209865618477,-49.255258632063 -25.5212243467515,-49.2550284655285 -25.5223620146201,-49.2549752752287 -25.5226249187062,-49.2549750566883 -25.5226260049058,-49.2548391172181 -25.5232979125072,-49.2547117940052 -25.5237634038314,-49.2546150895516 -25.5239987185715,-49.2546136916049 -25.5240021181992,-49.254613349188 -25.52400295166,-49.2546123917724 -25.5240052842641,-49.2544751414212 -25.524339311437,-49.2544330404385 -25.5244417721406,-49.2541884367087 -25.5249645405586,-49.2539161864158 -25.5255463930176,-49.2540340967359 -25.525573437512,-49.2545844391306 -25.5254891758405,-49.255039239237 -25.5253722665944,-49.2553088574097 -25.5253115613567,-49.255567403735 -25.5252871953473,-49.2557513747008 -25.5253627819451,-49.2559119765919 -25.5254305968781,-49.2559981937368 -25.5255031833946,-49.2560671922727 -25.5255612716037,-49.2561497175681 -25.5256271639077,-49.2564516957695 -25.5257644599956,-49.2566066843949 -25.5258833954457,-49.2566867737169 -25.5260765503099,-49.2567839157032 -25.5263702972053,-49.2568809585356 -25.5266640434159,-49.257043410159 -25.5269000672623,-49.2572054997761 -25.5271611842045,-49.2572761960812 -25.527371018626,-49.2573001291388 -25.5276220960449,-49.257352301351 -25.5278400160401,-49.2574771235136 -25.5281256960287,-49.257611197303 -25.5284115763351,-49.2577097319647 -25.5286091934663,-49.2578185682027 -25.5288238150116,-49.2578490251032 -25.5288919761494,-49.2577257175494 -25.5290798223983,-49.2577669961193 -25.5291652454777,-49.2577894872579 -25.5292117909502,-49.2578099528855 -25.5292541455653,-49.2578352750561 -25.5293065500171,-49.2578998384656 -25.5292070802538,-49.2579091218006 -25.5291927766962,-49.2582501692525 -25.5286673495616,-49.2584332353173 -25.528475337921,-49.2586235682605 -25.5283037255295,-49.2587489916361 -25.5282219241212,-49.2587543473754 -25.5282184326426,-49.2588902827107 -25.528168860323,-49.2590257729768 -25.5281500677234,-49.2593711768337 -25.5281609432325,-49.2596976300211 -25.5281887458549,-49.2600698492524 -25.5282415007256,-49.2600911406085 -25.5282445175027,-49.2603679141532 -25.5283295966078,-49.2605326137242 -25.5283690180876,-49.2605392989056 -25.5283690974712,-49.2607579413894 -25.5283716935872,-49.2608914933537 -25.5283562164919,-49.2610537898299 -25.5283070460112,-49.2615530957537 -25.5280641657925,-49.2618977143438 -25.5278672054499,-49.2625969629867 -25.5275653949911,-49.2631482013909 -25.5272396176072,-49.2637489685631 -25.5269911615608,-49.2641159676514 -25.5268080026929,-49.2643247480184 -25.5266605244212,-49.2644644077967 -25.5266076506249,-49.2647406360464 -25.5264678320092,-49.2648345246284 -25.5264189824784,-49.2651569670539 -25.5262512201821,-49.2656368674459 -25.5260489912764,-49.2657042430766 -25.5260240901209,-49.2657227665442 -25.5260172442928,-49.2657350961674 -25.5260126889932,-49.265938363604 -25.5258954763939,-49.26624869224 -25.5256880785605,-49.2664555449242 -25.5255373419752,-49.2666320909022 -25.5254086898977,-49.2667161145325 -25.5253430585595,-49.2667816220634 -25.5252157285625,-49.2667959015532 -25.5251780835154,-49.2668622857936 -25.5250030839265,-49.2669477398515 -25.5244500564816,-49.2670511352146 -25.5241925419461,-49.2671023535945 -25.5240633185984,-49.2671507349951 -25.5239412584853,-49.2671631482241 -25.5239099412154,-49.2672385811977 -25.5236734013286,-49.267311932823 -25.5233878156618,-49.2673362546827 -25.5232322826891,-49.2673741160715 -25.5230933714207,-49.2673976977361 -25.523006862021,-49.2675223780749 -25.522708070326,-49.267536286882 -25.5226880340084,-49.2676157454898 -25.5225735759967,-49.2677192137668 -25.5224673011775,-49.2677197592168 -25.5224667428355,-49.2678103154637 -25.5223270691871,-49.2678863484135 -25.5222425644982,-49.2679409701027 -25.5221671221179,-49.2680091096792 -25.522073012405,-49.2680847959153 -25.5219684779292,-49.2681342684698 -25.5218865558127,-49.26818120912 -25.5218088316936,-49.2682447441304 -25.5217216515515,-49.2683416580703 -25.5216310743459,-49.2683484441946 -25.5216282854108,-49.2684307332843 -25.5215944805857,-49.2685240146255 -25.521562902232,-49.268588457645 -25.5215579762012,-49.2687112302242 -25.5215663697916,-49.2687225433514 -25.5215671443039,-49.2687998121468 -25.5215906269384,-49.2688961976145 -25.5216269746084,-49.2689874450628 -25.5216331082608,-49.2690498629455 -25.5216237345443,-49.2691166736923 -25.5215994261609,-49.2691678315452 -25.5216050860884,-49.2692103369384 -25.5216382689795,-49.2692651809921 -25.5217198969309,-49.2693599258758 -25.5218244352123,-49.2693906469104 -25.5218583312785,-49.2694387323688 -25.5218839963843,-49.269492487708 -25.5218959161216,-49.2695190741312 -25.5218949594944,-49.2695964133905 -25.5218921783685,-49.2696558463264 -25.5218966718329,-49.2697110041585 -25.5219148372926,-49.2697704189853 -25.5219205945283,-49.2698383170663 -25.5219176048017,-49.2698995842004 -25.5218982867229,-49.2700027398243 -25.5218441640292,-49.2700681039364 -25.5218236302217,-49.2700992149635 -25.5218134075733,-49.2701752663602 -25.5217884226092,-49.2702279971096 -25.5217815518965,-49.270306919443 -25.5217799561341,-49.2703292960405 -25.5217596618836,-49.2704279857079 -25.5216701621495,-49.2717743266678 -25.5206669340496,-49.2718584611883 -25.5206042404564,-49.2722866811997 -25.5203193157583,-49.2724249955035 -25.5202276887031,-49.2736528906281 -25.5194106048696,-49.2737880363089 -25.5193251556748,-49.2750097840535 -25.5185128389126,-49.2763046760652 -25.5176518335033,-49.2764414409276 -25.5175605726174,-49.2764476604215 -25.5175564426099,-49.2774126562892 -25.5169155291448,-49.2834333129694 -25.5129165255004,-49.2836623938138 -25.5127643566893,-49.2868457506771 -25.5106497020333,-49.2869718718766 -25.5105659179705,-49.2871434848204 -25.5104535765516,-49.2872042402255 -25.5104138053343,-49.2871239341763 -25.5103145020018,-49.2848787024646 -25.5075380511945,-49.284796769357 -25.5074367307675,-49.2847942275072 -25.5074335778418,-49.2847784609314 -25.5074140172758,-49.2835936618993 -25.505944116147,-49.2831454137399 -25.5053879928786,-49.2824639182676 -25.5044871259197,-49.2824471804204 -25.5044649992182,-49.2819145004163 -25.5038027999057,-49.2813556836958 -25.5031080990888,-49.2800348147896 -25.5014660067201,-49.2797292869114 -25.5010861675426,-49.27926275909 -25.5005061675819,-49.2785336459574 -25.4995996981963,-49.2777832709952 -25.498666780302,-49.2777483847282 -25.4986234053159,-49.2770223148401 -25.4977263503642,-49.2762808055503 -25.4968102007584,-49.2755561078235 -25.4959148072979,-49.2755503040893 -25.4959076303421,-49.2755498130833 -25.4959070234055,-49.2755451447104 -25.4959012483708,-49.2755234135851 -25.4958743714004,-49.27552226811 -25.4958729550335,-49.2752658062877 -25.4955557678029,-49.2743819630636 -25.4944626240191,-49.2743617531338 -25.4944376283409,-49.2737494481201 -25.4936803096087,-49.273727825769 -25.4936535653707,-49.272504464184 -25.4921404408675,-49.2711109406507 -25.4904232502169,-49.2709449041298 -25.4902186455974,-49.2709203082409 -25.490188333894,-49.2701738198741 -25.4892684343608,-49.268402946199 -25.4870861095918,-49.2683806852561 -25.4870586749373,-49.2672787743598 -25.4857006954474,-49.26681816598 -25.4851400525774,-49.2668181230047 -25.4851400013759,-49.2667877654763 -25.4851030489626,-49.2666014546714 -25.4848762736202,-49.2665998771042 -25.4848743534119,-49.2665996024858 -25.484874918817,-49.2663736487147 -25.4853389897008,-49.2661050489894 -25.4858906444617,-49.2651990251137 -25.4877513982125,-49.264999387318 -25.4881613955397,-49.2649944536561 -25.4881715276911,-49.264974064639 -25.4882134029542)))";23;57.00000000;DIVISA DE BAIRROS;XAXIM;Decreto Municipal 774 / 1975;2.00000000;REGIONAL BOQUEIR�O;9085390.74706999958;13783.59282800000
